"Korean Name","English Name","Searched Eng Name","Functions"
"니코틴아마이드아데닌다이뉴클레오타이드","Nicotinamide Adenine Dinucleotide","NICOTINAMIDE ADENINE DINUCLEOTIDE","SKIN CONDITIONING"
"님잎추출물","Azadirachta Indica Leaf Extract","AZADIRACHTA INDICA LEAF EXTRACT","SKIN CONDITIONING"
"다마스크장미꽃수","Rosa Damascena Flower Water","ROSA DAMASCENA FLOWER WATER EXTRACT","ANTIOXIDANT | ASTRINGENT"
"다마스크장미꽃오일","Rosa Damascena Flower Oil","ROSA DAMASCENA FLOWER OIL","FRAGRANCE | SKIN CONDITIONING"
"다마스크장미꽃왁스","Rosa Damascena Flower Wax","ROSA DAMASCENA FLOWER WAX","FRAGRANCE"
"다마스크장미꽃추출물","Rosa Damascena Flower Extract","ROSA DAMASCENA FLOWER WATER EXTRACT","ANTIOXIDANT | ASTRINGENT"
"다마스크장미추출물","Rosa Damascena Extract","ROSA DAMASCENA EXTRACT","FRAGRANCE | TONIC"
"다발방패버섯추출물","Albatrellus Confluens (Mushroom) Extract","ALBATRELLUS CONFLUENS EXTRACT","HUMECTANT | SKIN CONDITIONING"
"다시마추출물","Laminaria Japonica Extract","LAMINARIA JAPONICA EXTRACT","SKIN PROTECTING"
"다이-C12-13알킬말레이트","DI-C12-13 Alkyl Malate","DI-C12-13 ALKYL MALATE","SKIN CONDITIONING - EMOLLIENT | SKIN CONDITIONING"
"다이-C12-18알킬다이모늄클로라이드","Di-C12-18 Alkyl Dimonium Chloride","DI-C12-18 ALKYL DIMONIUM CHLORIDE","HAIR CONDITIONING | SKIN CONDITIONING"
"다이갈로일테트라펩타이드-19","Digalloyl Tetrapeptide-19","DIGALLOYL TETRAPEPTIDE-19","ANTIOXIDANT | CHELATING | SKIN PROTECTING"
"다이글리세린","Diglycerin","DIGLYCERIN","HUMECTANT | SKIN CONDITIONING"
"다이라우릴티오다이프로피오네이트","Dilauryl Thiodipropionate","DILAURYL THIODIPROPIONATE","ANTIOXIDANT"
"다이메티콘올","Dimethiconol","DIMETHICONOL PANTHENOL","HAIR CONDITIONING"
"다이메틸설폰","Dimethyl Sulfone","DIMETHYL SULFONE","SOLVENT | VISCOSITY CONTROLLING"
"다이메틸실란올하이알루로네이트","Dimethylsilanol Hyaluronate","DIMETHYLSILANOL HYALURONATE","HUMECTANT | MOISTURISING | SKIN CONDITIONING"
"다이메틸아이소소바이드","Dimethyl Isosorbide","DIMETHYL ISOSORBIDE","SOLVENT | VISCOSITY CONTROLLING"
"다이부틸아디페이트","Dibutyl Adipate","DIBUTYL ADIPATE","SKIN CONDITIONING - EMOLLIENT | FILM FORMING | PLASTICISER | SKIN CONDITIONING | SOLVENT"
"다이세틸포스페이트","Dicetyl Phosphate","DICETYL PHOSPHATE","SURFACTANT - EMULSIFYING | SURFACTANT - CLEANSING"
"다이소듐라우리미노다이아세테이트","Disodium Lauriminodiacetate","DISODIUM LAURIMINODIACETATE","ANTISTATIC | CLEANSING | HAIR CONDITIONING | SURFACTANT - CLEANSING"
"다이소듐석시네이트","Disodium Succinate","DISODIUM TETRAPROPENYL SUCCINATE","ANTICORROSIVE | SURFACTANT - CLEANSING"
"다이소듐스테아로일글루타메이트","Disodium Stearoyl Glutamate","DISODIUM STEAROYL GLUTAMATE","CLEANSING | HAIR CONDITIONING | SKIN CONDITIONING | SURFACTANT - CLEANSING"
"다이소듐아데노신트라이포스페이트","Disodium Adenosine Triphosphate","DISODIUM ADENOSINE TRIPHOSPHATE","SKIN CONDITIONING"
"다이소듐이디티에이","Disodium EDTA","DISODIUM EDTA","CHELATING | VISCOSITY CONTROLLING"
"다이소듐코코암포다이아세테이트","Disodium Cocoamphodiacetate","DISODIUM COCOAMPHODIACETATE","CLEANSING | SURFACTANT - FOAM BOOSTING | HAIR CONDITIONING | SURFACTANT - HYDROTROPE | SKIN CONDITIONING | SURFACTANT - CLEANSING"
"다이소듐코코일글루타메이트","Disodium Cocoyl Glutamate","DISODIUM COCOYL GLUTAMATE","CLEANSING | SURFACTANT - CLEANSING"
"다이소듐포스페이트","Disodium Phosphate","DISODIUM LAURIMINODIPROPIONATE TOCOPHERYL PHOSPHATES","ANTISTATIC | CLEANSING | FOAMING | HAIR CONDITIONING | HAIR FIXING | SKIN CONDITIONING | SURFACTANT - CLEANSING"
"다이스타치포스페이트","Distarch Phosphate","DISTARCH PHOSPHATE ACETATE","LIGHT STABILIZER | VISCOSITY CONTROLLING"
"다이스테아다이모늄헥토라이트","Disteardimonium Hectorite","DISTEARDIMONIUM HECTORITE","LIGHT STABILIZER | VISCOSITY CONTROLLING"
"다이스테아릴다이모늄클로라이드","Distearyldimonium Chloride","DISTEARYLDIMONIUM CHLORIDE","ANTISTATIC | HAIR CONDITIONING"
"다이아이소스테아릴말레이트","Diisostearyl Malate","DIISOSTEARYL MALATE","SKIN CONDITIONING - EMOLLIENT | SKIN CONDITIONING | SURFACTANT - CLEANSING"
"다이아이소프로필세바케이트","Diisopropyl Sebacate","DIISOPROPYL SEBACATE","SKIN CONDITIONING - EMOLLIENT | PLASTICISER | SKIN CONDITIONING | SOLVENT"
"다이아이소프로필아디페이트","Diisopropyl Adipate","DIISOPROPYL ADIPATE","SKIN CONDITIONING - EMOLLIENT | FRAGRANCE | PLASTICISER | SKIN CONDITIONING | SOLVENT"
"다이에톡시에틸석시네이트","Diethoxyethyl Succinate","DIETHOXYETHYL SUCCINATE","SOLVENT"
"다이에틸헥실석시네이트","Diethylhexyl Succinate","DIETHYLHEXYL SUCCINATE","SKIN CONDITIONING - EMOLLIENT | FILM FORMING | PLASTICISER | SKIN CONDITIONING | SOLVENT"
"다이에틸헥실시링질리덴말로네이트","Diethylhexyl Syringylidenemalonate","PICHIA PASTORIS/DIETHYLHEXYL SYRINGYLIDENEMALONATE/TOCOPHEROL FERMENT EXTRACT FILTRATE","SKIN CONDITIONING"
"다이카프릴릴에터","Dicaprylyl Ether","DICAPRYLYL ETHER","SKIN CONDITIONING - EMOLLIENT | SKIN CONDITIONING | SOLVENT"
"다이카프릴릴카보네이트","Dicaprylyl Carbonate","DICAPRYLYL CARBONATE","SKIN CONDITIONING - EMOLLIENT | SKIN CONDITIONING"
"다이팔미토일하이드록시프롤린","Dipalmitoyl Hydroxyproline","DIPALMITOYL HYDROXYPROLINE","ANTISTATIC | HAIR CONDITIONING | SKIN CONDITIONING"
"다이페닐다이메티콘","Diphenyl Dimethicone","DIPHENYL DIMETHICONE/VINYL DIPHENYL DIMETHICONE/SILSESQUIOXANE CROSSPOLYMER","VISCOSITY CONTROLLING"
"다이페닐실록시페닐트라이메티콘","Diphenylsiloxy Phenyl Trimethicone","DIPHENYLSILOXY PHENYL TRIMETHICONE","ANTIFOAMING | HAIR CONDITIONING | SKIN CONDITIONING"
"다이펜타에리스리틸펜타아이소노나노에이트","Dipentaerythrityl Pentaisononanoate","DIPENTAERYTHRITYL PENTAISONONANOATE","SKIN CONDITIONING - EMOLLIENT | VISCOSITY CONTROLLING"
"다이펜타에리스리틸헥사C5-9애씨드에스터","Dipentaerythrityl Hexa C5-9 Acid Esters","DIPENTAERYTHRITYL HEXA C5-9 ACID ESTERS","HAIR CONDITIONING | PLASTICISER | SKIN CONDITIONING"
"다이펩타이드-2","Dipeptide-2","DIPEPTIDE-2","SKIN CONDITIONING"
"다이펩타이드-4","Dipeptide-4","HEXAPEPTIDE-94 GAMMA DIPEPTIDE-4","SKIN CONDITIONING - MISCELLANEOUS"
"다이포타슘글리시리제이트","Dipotassium Glycyrrhizate","DIPOTASSIUM GLYCYRRHIZATE","HUMECTANT | SKIN CONDITIONING"
"다이포타슘포스페이트","Dipotassium Phosphate","DIPOTASSIUM PHOSPHATE","ANTICORROSIVE | BUFFERING"
"다이프로필렌글라이콜","Dipropylene Glycol","PPG-2 METHYL ETHER","SOLVENT | PERFUMING"
"다이하이드록시아이소프로필팔모일팜아마이드","Dihydroxyisopropyl Palmoylpalmamide","DIHYDROXYISOPROPYL PALMOYLPALMAMIDE","HAIR CONDITIONING | HUMECTANT | SKIN CONDITIONING | SKIN PROTECTING"
"단삼뿌리추출물","Salvia Miltiorrhiza Root Extract","SALVIA MILTIORRHIZA ROOT EXTRACT","SKIN CONDITIONING"
"단풍나무잎추출물","Acer Palmatum Leaf Extract","ACER PALMATUM LEAF EXTRACT","ANTIOXIDANT"
"단향오일","Santalum Album (Sandalwood) Oil","SANTALUM ALBUM OIL","FRAGRANCE"
"달맞이꽃꽃추출물","Oenothera Biennis (Evening Primrose) Flower Extract","OENOTHERA BIENNIS FLOWER EXTRACT","ASTRINGENT"
"달맞이꽃오일","Oenothera Biennis (Evening Primrose) Oil","OENOTHERA BIENNIS OIL","SKIN CONDITIONING - EMOLLIENT"
"달맞이꽃추출물","Oenothera Biennis (Evening Primrose) Extract","OENOTHERA BIENNIS SEED EXTRACT","SKIN CONDITIONING"
"달메이션아이리스뿌리추출물","Iris Pallida Root Extract","IRIS PALLIDA ROOT EXTRACT","FRAGRANCE | TONIC | PERFUMING"
"달팽이점액여과물","Snail Secretion Filtrate","ASPERGILLUS/SNAIL SECRETION FILTRATE FERMENT FILTRATE","SKIN CONDITIONING"
"당개나리열매추출물","Forsythia Suspensa Fruit Extract","FORSYTHIA SUSPENSA FRUIT EXTRACT","ANTIOXIDANT"
"당근수","Daucus Carota Sativa (Carrot) Root Water","DAUCUS CAROTA SATIVA WATER","FRAGRANCE"
"당근씨오일","Daucus Carota Sativa (Carrot) Seed Oil","DAUCUS CAROTA SATIVA SEED OIL","SKIN CONDITIONING - EMOLLIENT | FRAGRANCE | SKIN CONDITIONING"
"당근전초추출물","Daucus Carota Sativa (Carrot) Extract","DAUCUS CAROTA SATIVA LEAF EXTRACT","SKIN CONDITIONING - MISCELLANEOUS"
"당근추출물","Daucus Carota Sativa (Carrot) Root Extract","DAUCUS CAROTA SATIVA ROOT EXTRACT","SKIN CONDITIONING"
"당느릅나무껍질추출물","Ulmus Campestris (Elm) Bark Extract","ULMUS CAMPESTRIS BARK EXTRACT","ASTRINGENT | SKIN CONDITIONING"
"당느릅나무뿌리추출물","Ulmus Davidiana Root Extract","ULMUS DAVIDIANA ROOT EXTRACT","SKIN CONDITIONING"
"당밀","Molasses","MOLASSES","SKIN CONDITIONING"
"당밀추출물","Molasses Extract","MOLASSES EXTRACT","SKIN CONDITIONING"
"당아욱꽃추출물","Malva Sylvestris (Mallow) Flower Extract","MALVA SYLVESTRIS FLOWER EXTRACT","SKIN CONDITIONING"
"당아욱잎추출물","Malva Sylvestris (Mallow) Leaf Extract","MALVA SYLVESTRIS LEAF EXTRACT","SKIN CONDITIONING"
"당아욱추출물","Malva Sylvestris (Mallow) Extract","MALVA SYLVESTRIS CALLUS EXTRACT","ANTIMICROBIAL | ANTIOXIDANT | HAIR CONDITIONING | HUMECTANT | SKIN CONDITIONING | SKIN PROTECTING"
"당호박씨추출물","Cucurbita Pepo (Pumpkin) Seed Extract","CUCURBITA PEPO SEED EXTRACT","SKIN CONDITIONING"
"당호박추출물","Cucurbita Pepo (Pumpkin) Fruit Extract","CUCURBITA PEPO GIROMONTIINA FRUIT EXTRACT","SKIN CONDITIONING"
"대나무목초액","Bamboo Vinegar","BAMBOO VINEGAR","ANTIMICROBIAL | HUMECTANT | SKIN CONDITIONING"
"대왕소나무잎추출물","Pinus Palustris Leaf Extract","PINUS PALUSTRIS LEAF EXTRACT","TONIC"
"대추야자열매추출물","Phoenix Dactylifera (Date) Fruit Extract","PHOENIX DACTYLIFERA FRUIT EXTRACT","SKIN CONDITIONING - EMOLLIENT"
"대추추출물","Ziziphus Jujuba Fruit Extract","ZIZIPHUS JUJUBA FRUIT EXTRACT","SKIN CONDITIONING - MISCELLANEOUS"
"더덕뿌리추출물","Codonopsis Lanceolata Root Extract","CODONOPSIS LANCEOLATA ROOT EXTRACT","SKIN CONDITIONING"
"더덕추출물","Codonopsis Lanceolata Extract","CODONOPSIS LANCEOLATA EXTRACT","ANTIOXIDANT | ASTRINGENT | SKIN CONDITIONING"
"더위지기추출물","Artemisia Gmelinii Extract","ARTEMISIA GMELINII EXTRACT","SKIN CONDITIONING - EMOLLIENT | SKIN CONDITIONING | SKIN PROTECTING"
"데사미도콜라겐","Desamido Collagen","DESAMIDO COLLAGEN","FILM FORMING | HAIR CONDITIONING | SKIN CONDITIONING"
"데실글루코사이드","Decyl Glucoside","DECYL GLUCOSIDE","CLEANSING | EMULSION STABILISING | SURFACTANT - CLEANSING"
"데실렌글라이콜","Decylene Glycol","DECYLENE GLYCOL","SKIN CONDITIONING"
"데실코코에이트","Decyl Cocoate","DECYL COCOATE","SKIN CONDITIONING - EMOLLIENT | SKIN CONDITIONING"
"데이지꽃추출물","Bellis Perennis (Daisy) Flower Extract","BELLIS PERENNIS FLOWER EXTRACT","SKIN CONDITIONING"
"데카펩타이드-4","Decapeptide-4","SH-DECAPEPTIDE-11 SH-PENTAPEPTIDE-4 SP","HAIR CONDITIONING | SKIN PROTECTING | SKIN CONDITIONING - MISCELLANEOUS"
"데하이드로아세틱애씨드","Dehydroacetic Acid","DEHYDROACETIC ACID","PRESERVATIVE"
"데하이드로잔탄검","Dehydroxanthan Gum","DEHYDROXANTHAN GUM","EMULSION STABILISING | FILM FORMING | HAIR FIXING | VISCOSITY CONTROLLING"
"덱스트란","Dextran","DEXTRAN","BINDING | VISCOSITY CONTROLLING"
"덱스트린","Dextrin","DEXTRIN ISOSTEARATE","SKIN CONDITIONING"
"덱스트린팔미테이트","Dextrin Palmitate","DEXTRIN PALMITATE/STEARATE","EMULSION STABILISING | VISCOSITY CONTROLLING"
"덱스판테놀","Dexpanthenol","PANTHENOL","ANTISTATIC | HAIR CONDITIONING | SKIN CONDITIONING"
"도금양열매추출물","Rhodomyrtus Tomentosa Fruit Extract","RHODOMYRTUS TOMENTOSA FRUIT EXTRACT","HUMECTANT"
"도데실갈레이트","Dodecyl Gallate","DODECYL GALLATE","ANTIOXIDANT"
"도데칸","Dodecane","DODECANE","PERFUMING"
"도둑놈의지팡이뿌리추출물","Sophora Angustifolia Root Extract","SOPHORA ANGUSTIFOLIA ROOT EXTRACT","SKIN CONDITIONING"
"도라지뿌리추출물","Platycodon Grandiflorus Root Extract","PLATYCODON GRANDIFLORUS ROOT EXTRACT","ANTIOXIDANT"
"도토리추출물","Quercus Acutissima Fruit Extract","QUERCUS ACUTISSIMA FRUIT EXTRACT","ASTRINGENT"
"돌나물추출물","Sedum Sarmentosum Extract","SEDUM SARMENTOSUM EXTRACT","HUMECTANT"
"돌외잎추출물","Gynostemma Pentaphyllum Leaf Extract","GYNOSTEMMA PENTAPHYLLUM LEAF EXTRACT","SKIN CONDITIONING"
"돌콩단백질","Glycine Soja (Soybean) Protein","GLYCINE SOJA PROTEIN","SURFACTANT - EMULSIFYING | HAIR CONDITIONING | SKIN CONDITIONING"
"돌콩배아추출물","Glycine Soja (Soybean) Germ Extract","GLYCINE SOJA GERM EXTRACT","SKIN CONDITIONING - MISCELLANEOUS"
"돌콩스테롤","Glycine Soja (Soybean) Sterols","GLYCINE SOJA STEROLS","SKIN CONDITIONING - EMOLLIENT | SKIN CONDITIONING"
"돌콩싹추출물","Glycine Soja (Soybean) Sprout Extract","SELENIUM/GLYCINE SOJA SPROUT EXTRACT","ANTIOXIDANT | ANTI-SEBUM | SKIN CONDITIONING"
"돌콩오일","Glycine Soja (Soybean) Oil","GLYCINE SOJA OIL","SKIN CONDITIONING - EMOLLIENT | SKIN CONDITIONING | PERFUMING"
"돌콩오일불검화물","Glycine Soja (Soybean) Oil Unsaponifiables","GLYCINE SOJA OIL UNSAPONIFIABLES","SKIN CONDITIONING - EMOLLIENT | SKIN CONDITIONING"
"돌콩추출물","Glycine Soja (Soybean) Seed Extract","SOY ISOFLAVONES","SKIN CONDITIONING"
"돌콩펩타이드","Glycine Soja (Soybean) Peptide","GLYCINE SOJA PEPTIDE","FILM FORMING | HAIR CONDITIONING | SKIN CONDITIONING"
"돌콩피토플라센타추출물","Glycine Soja (Soybean) Phytoplacenta Extract","GLYCINE SOJA PHYTOPLACENTA EXTRACT","HAIR CONDITIONING | SKIN CONDITIONING"
"동백나무꽃추출물","Camellia Japonica Flower Extract","CAMELLIA JAPONICA FLOWER EXTRACT","SKIN CONDITIONING - EMOLLIENT | SKIN CONDITIONING"
"동백나무씨오일","Camellia Japonica Seed Oil","CAMELLIA JAPONICA SEED OIL TRIACETIN ESTERS","SKIN CONDITIONING - EMOLLIENT"
"동백나무씨추출물","Camellia Japonica seed Extract","CANDIDA BOMBICOLA/CAMELLIA JAPONICA SEED OIL FERMENT EXTRACT FILTRATE","ANTIMICROBIAL | ANTI-SEBUM | HAIR CONDITIONING | ORAL CARE | PRESERVATIVE | SURFACTANT - CLEANSING | SKIN CONDITIONING - MISCELLANEOUS | SURFACTANT - SOLUBILIZING"
"동백나무잎추출물","Camellia Japonica Leaf Extract","CAMELLIA JAPONICA LEAF EXTRACT","SKIN CONDITIONING"
"동아씨추출물","Benincasa Cerifera Seed Extract","BENINCASA CERIFERA SEED EXTRACT","SKIN CONDITIONING"
"동충하초추출물","Cordyceps Sinensis Extract","CORDYCEPS SINENSIS EXTRACT","ANTIOXIDANT | SKIN CONDITIONING - EMOLLIENT | HUMECTANT | SKIN CONDITIONING | SKIN PROTECTING"
"두날리엘라 살리나추출물","Dunaliella Salina Extract","DUNALIELLA SALINA EXTRACT","SKIN CONDITIONING"
"두송열매오일","Juniperus Communis Fruit Oil","JUNIPERUS COMMUNIS FRUIT OIL","FRAGRANCE | PERFUMING | ASTRINGENT"
"두충나무껍질추출물","Eucommia Ulmoides Bark Extract","EUCOMMIA ULMOIDES BARK EXTRACT","ANTIOXIDANT | SKIN PROTECTING"
"둥굴레뿌리줄기추출물","Polygonatum Odoratum Rhizome Extract","POLYGONATUM ODORATUM RHIZOME EXTRACT","SKIN CONDITIONING"
"드럼스틱씨오일","Moringa Oleifera Seed Oil","MORINGA OLEIFERA SEED OIL","SKIN CONDITIONING - EMOLLIENT | SKIN CONDITIONING"
"드로메트리졸트리실록산","Drometrizole Trisiloxane","DROMETRIZOLE TRISILOXANE","LIGHT STABILIZER | UV ABSORBER | UV FILTER"
"들깨잎추출물","Perilla Ocymoides Leaf Extract","PERILLA OCYMOIDES LEAF EXTRACT","TONIC"
"들깨추출물","Perilla Ocymoides Seed Extract","PERILLA OCYMOIDES SEED EXTRACT","ANTIOXIDANT"
"디에칠아미노하이드록시벤조일헥실벤조에이트","Diethylamino Hydroxybenzoyl Hexyl Benzoate","DIETHYLAMINO HYDROXYBENZOYL HEXYL BENZOATE","LIGHT STABILIZER | UV ABSORBER | UV FILTER"
"디엔에이","DNA","COBALT DNA","ANTIOXIDANT | HUMECTANT | SKIN CONDITIONING | SKIN PROTECTING | UV ABSORBER | VISCOSITY CONTROLLING"
"디우탄검","Diutan Gum","DIUTAN GUM","VISCOSITY CONTROLLING"
"딕튀옵테리스 폴리포디오이데스추출물","Dictyopteris Polypodioides Extract","DICTYOPTERIS POLYPODIOIDES EXTRACT","SKIN CONDITIONING - EMOLLIENT | SKIN CONDITIONING"
"딜추출물","Peucedanum Graveolens (Dill) Extract","PEUCEDANUM GRAVEOLENS EXTRACT","TONIC"
"땅콩오일","Arachis Hypogaea (Peanut) Oil","PEANUT ACID","CLEANSING"
"띠뿌리추출물","Imperata Cylindrica Root Extract","IMPERATA CYLINDRICA ROOT EXTRACT","SKIN CONDITIONING"
"라놀린알코올","Lanolin Alcohol","LANOLIN ALCOHOL","ANTISTATIC | BINDING | SKIN CONDITIONING - EMOLLIENT | SURFACTANT - EMULSIFYING | HAIR CONDITIONING | VISCOSITY CONTROLLING"
"라미나리아 오크롤레우카추출물","Laminaria Ochroleuca Extract","LAMINARIA OCHROLEUCA EXTRACT","SKIN CONDITIONING"
"라반딘오일","Lavandula Hybrida Oil","LAVANDULA HYBRIDA OIL","SKIN CONDITIONING - EMOLLIENT"
"라벤더꽃수","Lavandula Angustifolia (Lavender) Flower Water","LAVANDULA ANGUSTIFOLIA FLOWER WATER","SKIN CONDITIONING"
"라벤더꽃추출물","Lavandula Angustifolia (Lavender) Flower Extract","LAVANDULA ANGUSTIFOLIA FLOWER EXTRACT","CLEANSING | DEODORANT | FRAGRANCE | REFRESHING | TONIC"
"라벤더수","Lavandula Angustifolia (Lavender) Water","LAVANDULA ANGUSTIFOLIA WATER","FRAGRANCE"
"라벤더오일","Lavandula Angustifolia (Lavender) Oil","LAVANDULA ANGUSTIFOLIA OIL","FRAGRANCE | TONIC"
"라벤더추출물","Lavandula Angustifolia (Lavender) Extract","LAVANDULA ANGUSTIFOLIA CALLUS EXTRACT","ANTIMICROBIAL | HAIR CONDITIONING | SKIN CONDITIONING | SKIN PROTECTING"
"라우레스-23","Laureth-23","LAURETH-23","CLEANSING | SURFACTANT - EMULSIFYING | SURFACTANT - CLEANSING"
"라우레스-3","Laureth-3","TIPA-LAURETH-3 CARBOXYLATE","SURFACTANT - EMULSIFYING | SURFACTANT - FOAM BOOSTING | SURFACTANT - HYDROTROPE | SURFACTANT - CLEANSING"
"라우레스-4","Laureth-4","POTASSIUM LAURETH-4 CARBOXYLATE","SURFACTANT - CLEANSING"
"라우레스-7","Laureth-7","POTASSIUM LAURETH-4 CARBOXYLATE","SURFACTANT - CLEANSING"
"라우로일라이신","Lauroyl Lysine","LAUROYL LYSINE","HAIR CONDITIONING | SKIN CONDITIONING | VISCOSITY CONTROLLING"
"라우릭애씨드","Lauric Acid","LAURIC ACID","CLEANSING | SURFACTANT - EMULSIFYING | SURFACTANT - CLEANSING"
"라우릴글루코사이드","Lauryl Glucoside","SODIUM LAURYL GLUCOSE CARBOXYLATE","CLEANSING | SURFACTANT - CLEANSING"
"라우릴베타인","Lauryl Betaine","LAURYL BETAINATE BISULFATE","SURFACTANT - FOAM BOOSTING | SURFACTANT - CLEANSING"
"라우릴알코올","Lauryl Alcohol","LAURYL ALCOHOL","SKIN CONDITIONING - EMOLLIENT | SURFACTANT - EMULSIFYING | EMULSION STABILISING | VISCOSITY CONTROLLING"
"라우릴포스페이트","Lauryl Phosphate","POTASSIUM LAURYL PHOSPHATE","SURFACTANT - CLEANSING"
"라우릴피이지-9폴리다이메틸실록시에틸다이메티콘","Lauryl PEG-9 Polydimethylsiloxyethyl Dimethicone","LAURYL PEG-9 POLYDIMETHYLSILOXYETHYL DIMETHICONE","HAIR CONDITIONING | SKIN CONDITIONING | SURFACTANT - CLEANSING"
"라우릴하이드록시설테인","Lauryl Hydroxysultaine","LAURYL HYDROXYSULTAINE","ANTISTATIC | CLEANSING | SURFACTANT - FOAM BOOSTING | HAIR CONDITIONING | SKIN CONDITIONING | SURFACTANT - CLEANSING | VISCOSITY CONTROLLING"
"라이신에이치씨엘","Lysine HCl","LYSINE HCL","HAIR CONDITIONING | SKIN CONDITIONING"
"라이조비안검","Rhizobian Gum","RHIZOBIAN GUM","FILM FORMING | HAIR FIXING | PLASTICISER | VISCOSITY CONTROLLING"
"라임전초오일","Citrus Aurantifolia (Lime) Oil","CITRUS AURANTIFOLIA OIL","CLEANSING | HAIR CONDITIONING | FRAGRANCE | SKIN CONDITIONING | TONIC | PERFUMING"
"라임추출물","Citrus Aurantifolia (Lime) Fruit Extract","CITRUS AURANTIFOLIA FRUIT EXTRACT","SKIN CONDITIONING"
"라즈베리잎추출물","Rubus Idaeus (Raspberry) Leaf Extract","RUBUS IDAEUS LEAF EXTRACT","SKIN CONDITIONING"
"라즈베리추출물","Rubus Idaeus (Raspberry) Fruit Extract","RUBUS IDAEUS EXTRACT","SKIN PROTECTING"
"라즈베리케톤","Raspberry Ketone","RASPBERRY KETONE","FRAGRANCE | SKIN CONDITIONING | PERFUMING"
"라케모사승마뿌리추출물","Cimicifuga Racemosa Root Extract","CIMICIFUGA RACEMOSA ROOT/STEM EXTRACT","SKIN CONDITIONING - EMOLLIENT"
"라피노오스","Raffinose","RAFFINOSE ISOSTEARATE","SKIN CONDITIONING - EMOLLIENT"
"락토바실러스발효물","Lactobacillus Ferment","LACTOBACILLUS/PIG PLACENTA FERMENT FILTRATE","HUMECTANT"
"락토바실러스발효용해물","Lactobacillus Ferment Lysate","LACTOBACILLUS/BARLEY EXTRACT FERMENT EXTRACT LYSATE","SKIN CONDITIONING - MISCELLANEOUS"
"락토바실러스발효용해여과물","Lactobacillus Ferment Lysate Filtrate","LACTOBACILLUS FERMENT LYSATE FILTRATE","SKIN CONDITIONING"
"락토바실러스세포외소포","Lactobacillus Extracellular Vesicles","LACTOBACILLUS EXTRACELLULAR VESICLES","HAIR CONDITIONING | SKIN CONDITIONING"
"락토바이오닉애씨드","Lactobionic Acid","LACTOBIONIC ACID","BUFFERING"
"락토오스","Lactose","LACTOSE","HUMECTANT | SKIN CONDITIONING"
"락토코쿠스발효물","Lactococcus Ferment","LACTOCOCCUS FERMENT LYSATE","SKIN CONDITIONING"
"락토코쿠스발효용해물","Lactococcus Ferment Lysate","LACTOCOCCUS FERMENT LYSATE","SKIN CONDITIONING"
"락토코쿠스발효추출물","Lactococcus Ferment Extract","LACTOCOCCUS FERMENT EXTRACT","SKIN CONDITIONING"
"락틱애씨드","Lactic Acid","LACTIC ACID","BUFFERING | HUMECTANT | SKIN CONDITIONING"
"람노오스","Rhamnose","RHAMNOSE","HUMECTANT | FRAGRANCE"
"랍도시아 루베스켄스추출물","Rabdosia Rubescens Extract","RABDOSIA RUBESCENS EXTRACT","SKIN CONDITIONING"
